1,2.626507,16.485404,3.705396,16.442049
2,2.636890,19.290212,3.734496,10.512129
3,2.660055,16.428163,5.218415,15.902965
4,2.664264,18.660561,3.876278,15.902965
5,2.603128,19.232971,2.917282,16.981132
6,2.453170,20.091586,2.541429,16.442049
7,2.414813,21.236405,4.651140,20.215633
8,2.508497,20.721236,4.745081,15.902965
9,2.445111,23.125358,3.043340,18.598383
10,2.329779,22.667430,2.411873,15.902965
11,2.118668,27.303950,4.546095,15.902965
12,2.294900,25.014310,3.074798,16.442049
13,2.009778,32.112192,5.137452,16.442049
14,2.117673,30.967373,3.218361,16.981132
15,2.050472,29.937035,2.587909,16.981132
16,2.085107,30.108758,5.857597,16.981132
17,2.077790,33.028048,5.419117,16.442049
18,2.030074,33.886663,2.605449,12.398922
19,1.838631,37.034917,2.578085,24.258760
20,1.863518,35.374928,3.153379,16.442049
21,1.689083,41.843160,2.065854,19.407008
22,1.827309,37.664568,2.520085,11.051213
23,1.675488,41.499714,2.176079,20.485175
24,1.530264,48.425873,2.644657,18.598383
25,1.485451,49.456211,2.516490,24.258760
26,1.540907,48.025186,2.303558,19.137466
27,1.546443,45.392101,1.986012,19.946092
28,1.400569,53.119634,2.599398,12.668464
29,1.405439,52.604465,2.265508,24.528302
30,1.379370,52.947911,2.041117,28.571429
31,1.309539,56.668575,2.163399,24.797844
32,1.241731,57.870635,2.546801,26.415094
33,1.189778,62.049227,2.676707,17.250674
34,1.209639,60.847167,2.442788,19.137466
35,1.187355,61.190612,2.270898,22.641509
36,1.249932,58.271322,2.053399,26.415094
37,1.126410,63.938180,2.110742,23.719677
38,1.034456,69.662278,2.149416,23.180593
39,1.009853,70.177447,2.451873,17.250674
40,1.071507,65.655409,2.131460,21.293801
41,0.954512,72.925014,2.116742,23.450135
42,0.975830,70.177447,2.336908,19.676550
43,0.862926,78.820836,2.429158,15.094340
44,0.926019,74.356039,1.947845,28.840970
45,0.878181,75.558100,2.010618,23.989218
46,0.841355,78.305667,2.540434,11.859838
47,0.851378,77.790498,2.228218,20.215633
48,0.811540,79.679450,1.951882,28.571429
49,0.787760,81.911849,2.311156,26.415094
50,0.781724,81.110475,2.641618,20.485175
51,0.753868,82.655982,2.099779,27.762803
52,0.705427,84.487693,2.181583,24.797844
53,0.751702,81.339439,2.041773,21.293801
54,0.711060,83.629078,2.147815,23.180593
55,0.663489,86.376646,2.023860,27.223720
56,0.699047,84.430452,1.891389,28.840970
57,0.627217,88.723526,2.143924,23.180593
58,0.637008,85.689754,2.102842,24.528302
59,0.624601,87.635947,2.521600,24.797844
60,0.622494,88.780767,2.038549,23.719677
61,0.604600,88.093875,2.452700,17.520216
62,0.578776,88.895249,2.226023,23.180593
63,0.555724,91.700057,2.283188,19.676550
64,0.552812,90.383515,2.093487,25.876011
65,0.553662,90.784201,2.369522,20.754717
66,0.542751,91.700057,2.581724,21.293801
67,0.533301,91.757298,2.137163,28.301887
68,0.501961,93.073841,1.874219,27.762803
69,0.488935,93.531769,2.086666,22.371968
70,0.484252,92.959359,2.596514,22.102426
71,0.492994,92.673154,1.912249,31.805930
72,0.455298,94.447624,1.910575,29.110512
73,0.449951,95.077275,2.235547,23.719677
74,0.441143,95.420721,1.905105,27.223720
75,0.430578,95.134516,1.978489,26.415094
76,0.417478,95.592444,1.831508,30.188679
77,0.422213,95.535203,1.986828,26.145553
78,0.409690,95.764167,1.817282,33.153639
79,0.408173,95.592444,1.913316,28.840970
80,0.398112,95.706926,2.070640,28.032345
81,0.397221,95.821408,2.011228,30.188679
82,0.392868,96.222095,2.256375,20.485175
83,0.395620,95.878649,3.381767,15.902965
84,0.400591,95.077275,1.865951,30.997305
85,0.360969,96.737264,2.381268,16.172507
86,0.358134,96.451059,1.987881,24.797844
87,0.356246,97.309674,2.072782,23.989218
88,0.347294,97.080710,2.173770,19.946092
89,0.347911,96.451059,2.124217,27.762803
90,0.341746,97.653120,2.271804,22.102426
91,0.335767,97.309674,2.066313,26.415094
92,0.326557,97.481397,1.911672,30.997305
93,0.318287,97.767602,1.964081,27.762803
